# 出典: 半田市「水道管路等データ」(CC-BY 4.0)を加工して作成
# 本ファイルは手法デモの試算値。ml_pred_urgent は合成の緊急度ラベル(緊急度Ⅱ以上相当か否か)による参考値であり実測に基づく評価ではない
SAUID,sewer_type,sekou_year,age_filled,age_imputed,kanshu,mat_family,kankei_mm,dokaburi_up_m,length_m,service_ratio,p_deterioration,consequence,risk_score,priority_rank,ml_inspected,ml_pred_urgent,terrain_name,coast_dist_m,avs30,soft_ground,double_risk
12174,雨水,1985.0,41.0,False,,その他,1650.0,2.586,70.63,0.9111111111111111,0.3697397770822487,1.0,0.3697,A,True,0.0141,干拓地,1123.5,236.3,True,True
12176,雨水,1985.0,41.0,False,,その他,1650.0,2.323,38.97,0.9111111111111111,0.3697397770822487,1.0,0.3697,A,False,0.0475,干拓地,1068.6,236.3,True,True
12175,雨水,1985.0,41.0,False,,その他,1650.0,2.418,31.19,0.9111111111111111,0.3697397770822487,1.0,0.3697,A,False,0.0911,干拓地,1090.5,236.3,True,True
18997,汚水,1986.0,40.0,False,ヒューム管･推進管,ヒューム管,900.0,6.909,83.62,0.8888888888888888,0.3392436312341827,0.9,0.3053,A,False,0.0564,砂礫質台地,1066.6,367.6,False,False
9647,汚水,1986.0,40.0,False,ヒューム管,ヒューム管,900.0,7.493,84.78,0.8888888888888888,0.3392436312341827,0.9,0.3053,A,False,0.0564,砂礫質台地,1089.8,363.6,False,False
9664,汚水,1986.0,40.0,False,ヒューム管,ヒューム管,900.0,7.08,78.17,0.8888888888888888,0.3392436312341827,0.9,0.3053,A,False,0.0564,砂礫質台地,1147.2,363.6,False,False
15960,汚水,1986.0,40.0,False,ヒューム管,ヒューム管,900.0,6.293,70.48,0.8888888888888888,0.3392436312341827,0.9,0.3053,A,False,0.0766,砂礫質台地,1060.5,367.6,False,False
15963,汚水,1986.0,40.0,False,ヒューム管･推進管,ヒューム管,900.0,7.469,81.62,0.8888888888888888,0.3392436312341827,0.9,0.3053,A,False,0.0564,砂礫質台地,1075.7,363.6,False,False
9610,汚水,1986.0,40.0,False,ヒューム管,ヒューム管,900.0,7.437,82.62,0.8888888888888888,0.3392436312341827,0.9,0.3053,A,True,0.0564,砂礫質台地,1110.8,363.6,False,False
9596,汚水,1986.0,40.0,False,ヒューム管,ヒューム管,900.0,7.181,48.32,0.8888888888888888,0.3392436312341827,0.9,0.3053,A,False,0.2232,砂礫質台地,1131.4,363.6,False,False
12957,汚水,1987.0,39.0,False,ヒューム管,ヒューム管,900.0,6.422,62.89,0.8666666666666667,0.3100255188723876,0.9,0.279,A,False,0.0766,干拓地,1047.6,236.3,True,True
12868,汚水,1987.0,39.0,False,ヒューム管,ヒューム管,900.0,6.576,77.58,0.8666666666666667,0.3100255188723876,0.9,0.279,A,False,0.0564,干拓地,1055.5,236.3,True,True
12960,汚水,1987.0,39.0,False,ヒューム管,ヒューム管,900.0,6.036,92.83,0.8666666666666667,0.3100255188723876,0.9,0.279,A,True,0.0564,干拓地,1042.1,236.3,True,True
15862,汚水,1987.0,39.0,False,ヒューム管,ヒューム管,900.0,6.205,88.18,0.8666666666666667,0.3100255188723876,0.9,0.279,A,False,0.0564,砂礫質台地,1048.0,367.6,False,False
15860,汚水,1987.0,39.0,False,ヒューム管,ヒューム管,900.0,5.918,77.33,0.8666666666666667,0.3100255188723876,0.9,0.279,A,False,0.0564,干拓地,1041.9,236.3,True,True
22727,雨水,1989.0,37.0,False,,その他,2000.0,,125.24,0.8222222222222222,0.25603750867524194,1.0,0.256,A,True,0.6994,砂礫質台地,1042.4,367.6,False,False
11901,雨水,1989.0,37.0,False,ヒューム管･推進管,ヒューム管,2000.0,4.09,138.85,0.8222222222222222,0.25603750867524194,1.0,0.256,A,False,0.0655,干拓地,1038.0,236.3,True,True
11923,雨水,1989.0,37.0,False,ヒューム管,ヒューム管,2600.0,4.89,69.14,0.8222222222222222,0.25603750867524194,1.0,0.256,A,True,0.0126,干拓地,788.8,229.9,True,True
8880,雨水,1989.0,37.0,False,ヒューム管･推進管,ヒューム管,1350.0,4.384,146.87,0.8222222222222222,0.25603750867524194,1.0,0.256,A,True,0.0843,干拓地,935.6,236.3,True,True
8895,雨水,1989.0,37.0,False,ヒューム管･推進管,ヒューム管,2000.0,3.187,64.0,0.8222222222222222,0.25603750867524194,1.0,0.256,A,False,0.0135,砂礫質台地,1055.7,367.6,False,False
11902,雨水,1989.0,37.0,False,ヒューム管･推進管,ヒューム管,2000.0,0.0,115.0,0.8222222222222222,0.25603750867524194,1.0,0.256,A,False,0.3133,干拓地,1047.1,236.3,True,True
11903,雨水,1989.0,37.0,False,ヒューム管･推進管,ヒューム管,2400.0,4.881,136.47,0.8222222222222222,0.25603750867524194,1.0,0.256,A,False,0.0655,干拓地,1000.0,236.3,True,True
9276,汚水,1988.0,38.0,False,ヒューム管,ヒューム管,900.0,6.565,10.34,0.8444444444444444,0.28224894304226,0.9,0.254,A,False,0.2098,砂州・砂礫州,1073.4,260.2,False,False
12970,汚水,1988.0,38.0,False,ヒューム管,ヒューム管,900.0,6.619,60.51,0.8444444444444444,0.28224894304226,0.9,0.254,A,False,0.0907,砂州・砂礫州,1067.6,260.2,False,False
12858,汚水,1988.0,38.0,False,ヒューム管,ヒューム管,900.0,6.565,50.83,0.8444444444444444,0.28224894304226,0.9,0.254,A,False,0.0907,砂州・砂礫州,1078.1,260.2,False,False
8898,雨水,1990.0,36.0,False,ヒューム管,ヒューム管,1200.0,2.588,43.77,0.8,0.23147521650098238,1.0,0.2315,A,False,0.0844,砂礫質台地,1101.6,367.6,False,False
6200,雨水,1990.0,36.0,False,ヒューム管･推進管,ヒューム管,1200.0,3.249,16.62,0.8,0.23147521650098238,1.0,0.2315,A,False,0.0733,砂礫質台地,1071.5,367.6,False,False
5980,雨水,1990.0,36.0,False,ヒューム管･推進管,ヒューム管,1650.0,5.459,43.54,0.8,0.23147521650098238,1.0,0.2315,A,False,0.0265,砂礫質台地,1786.9,392.8,False,False
6192,雨水,1990.0,36.0,False,ヒューム管,ヒューム管,1200.0,2.663,44.22,0.8,0.23147521650098238,1.0,0.2315,A,False,0.0439,砂礫質台地,1145.6,367.6,False,False
6123,雨水,1989.0,37.0,False,ヒューム管･推進管,ヒューム管,900.0,2.952,49.71,0.8222222222222222,0.25603750867524194,0.9,0.2304,A,True,0.0952,干拓地,1031.4,236.3,True,True
6124,雨水,1989.0,37.0,False,ヒューム管･推進管,ヒューム管,900.0,4.235,25.49,0.8222222222222222,0.25603750867524194,0.9,0.2304,A,False,0.1286,干拓地,1008.5,236.3,True,True
6122,雨水,1989.0,37.0,False,ヒューム管･推進管,ヒューム管,900.0,2.8,77.37,0.8222222222222222,0.25603750867524194,0.9,0.2304,A,True,0.0704,砂礫質台地,1075.9,351.5,False,False
8600,汚水,1988.0,38.0,False,ヒューム管,ヒューム管,800.0,5.79,88.72,0.8444444444444444,0.28224894304226,0.8,0.2258,A,False,0.0669,砂州・砂礫州,1213.4,260.2,False,False
8596,汚水,1988.0,38.0,False,ヒューム管,ヒューム管,800.0,9.499,88.88,0.8444444444444444,0.28224894304226,0.8,0.2258,A,False,0.0669,砂州・砂礫州,1297.9,260.2,False,False
12926,汚水,1988.0,38.0,False,ヒューム管,ヒューム管,800.0,4.866,18.22,0.8444444444444444,0.28224894304226,0.8,0.2258,A,False,0.2188,砂州・砂礫州,1164.0,260.2,False,False
10403,汚水,1988.0,38.0,False,ヒューム管,ヒューム管,800.0,9.974,91.78,0.8444444444444444,0.28224894304226,0.8,0.2258,A,False,0.0669,砂礫質台地,1385.9,373.4,False,False
10407,汚水,1988.0,38.0,False,ヒューム管,ヒューム管,800.0,8.312,95.25,0.8444444444444444,0.28224894304226,0.8,0.2258,A,False,0.0669,砂礫質台地,1437.3,373.4,False,False
8741,汚水,1988.0,38.0,False,ヒューム管,ヒューム管,800.0,4.866,72.5,0.8444444444444444,0.28224894304226,0.8,0.2258,A,False,0.0763,砂州・砂礫州,1120.2,260.2,False,False
19871,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,0.472,12.95,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.1553,砂礫質台地,1131.1,384.6,False,False
19875,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,1.627,50.85,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1231,砂礫質台地,1263.7,380.4,False,False
6119,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,1.597,181.57,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.5273,砂礫質台地,1101.3,351.5,False,False
20536,雨水,,35.0,True,ヒューム管･推進管,ヒューム管,1650.0,4.313,54.99,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.0112,三角州・海岸低地,2494.1,202.8,True,True
20563,雨水,1991.0,35.0,False,ヒューム管,ヒューム管,1200.0,2.49,59.68,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0713,砂礫質台地,1761.7,408.6,False,False
22589,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,,29.47,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.5288,丘陵,2419.2,395.5,False,False
20553,雨水,1991.0,35.0,False,ヒューム管,ヒューム管,1650.0,6.392,178.74,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.0193,砂礫質台地,1780.7,392.8,False,False
19910,雨水,,35.0,True,ヒューム管,ヒューム管,2000.0,0.0,114.6,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0794,砂礫質台地,2111.7,357.3,False,False
22588,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,,7.21,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.5808,砂礫質台地,2420.6,387.1,False,False
20564,雨水,1991.0,35.0,False,ヒューム管,ヒューム管,1350.0,3.58,132.69,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0884,砂礫質台地,1737.1,392.5,False,False
6173,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,1.638,70.75,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1256,干拓地,776.8,220.6,True,True
20342,雨水,1991.0,35.0,False,ヒューム管,ヒューム管,1200.0,3.655,10.31,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0778,砂礫質台地,1727.0,392.5,False,False
20391,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.822,52.94,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.1313,三角州・海岸低地,2375.4,207.5,True,True
22517,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,,18.97,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.2041,丘陵,3761.3,334.6,False,False
11730,雨水,,35.0,True,ヒューム管,ヒューム管,1200.0,3.625,54.06,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0223,三角州・海岸低地,2492.3,207.5,True,True
6038,雨水,,35.0,True,ヒューム管,ヒューム管,900.0,0.684,43.59,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.323,干拓地,1260.7,229.9,True,True
20388,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.976,36.5,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1563,砂礫質台地,2278.2,421.4,False,False
20392,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.882,33.28,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.1503,三角州・海岸低地,2411.1,207.5,True,True
20389,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.582,37.68,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.143,砂礫質台地,2313.0,413.3,False,False
6175,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,1.317,66.55,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1518,干拓地,750.1,216.9,True,True
19874,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.492,63.62,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1052,砂礫質台地,1209.6,380.4,False,False
19928,雨水,,35.0,True,ヒューム管･推進管,ヒューム管,1650.0,5.333,117.76,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0135,干拓地,2410.1,229.9,True,True
19913,雨水,,35.0,True,ヒューム管,ヒューム管,1650.0,1.93,174.65,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.112,三角州・海岸低地,1906.6,207.5,True,True
6158,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.792,6.61,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.3462,干拓地,918.4,224.8,True,True
6157,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.252,63.34,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1246,干拓地,910.7,224.8,True,True
20390,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.842,24.41,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1965,砂礫質台地,2341.8,413.3,False,False
10831,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,0.0,29.57,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1976,干拓地,1199.8,229.9,True,True
10832,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,0.0,111.83,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1337,干拓地,1139.9,229.9,True,True
6128,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,1.717,147.38,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.5661,干拓地,959.3,236.3,True,True
22518,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,,46.18,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1893,丘陵,3789.8,334.6,False,False
19932,雨水,,35.0,True,ヒューム管,ヒューム管,1300.0,2.232,24.47,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1692,丘陵,2345.8,395.5,False,False
19940,雨水,,35.0,True,ヒューム管,ヒューム管,1800.0,0.0,45.97,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1043,丘陵,2444.6,395.5,False,False
19909,雨水,,35.0,True,ヒューム管,ヒューム管,2000.0,0.0,6.19,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0582,三角州・海岸低地,2076.3,207.5,True,True
19908,雨水,,35.0,True,ヒューム管,ヒューム管,2000.0,0.0,37.34,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.091,三角州・海岸低地,2067.4,207.5,True,True
19879,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,0.438,22.75,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.5158,砂礫質台地,1079.1,384.6,False,False
19878,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,1.828,34.01,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.5633,砂礫質台地,1086.8,384.6,False,False
19877,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,0.578,27.88,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.4883,砂礫質台地,1101.3,384.6,False,False
19876,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,1.807,14.76,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.1581,砂礫質台地,1116.4,384.6,False,False
19194,雨水,,35.0,True,ヒューム管,ヒューム管,900.0,0.0,35.36,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.3096,砂礫質台地,2340.2,432.0,False,False
6177,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,1.267,44.86,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.1309,干拓地,737.9,220.6,True,True
11721,雨水,,35.0,True,ヒューム管,ヒューム管,1200.0,2.335,93.45,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.2153,三角州・海岸低地,2618.9,207.5,True,True
11720,雨水,,35.0,True,ヒューム管,ヒューム管,1200.0,2.215,92.59,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0805,三角州・海岸低地,2583.7,207.5,True,True
19154,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,1.938,26.52,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.2004,丘陵,2698.0,354.6,False,False
19155,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,2.238,39.01,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.4173,丘陵,2665.9,354.6,False,False
10887,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,,45.43,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.1159,丘陵,3834.2,334.6,False,False
19172,雨水,,35.0,True,ヒューム管,ヒューム管,1650.0,1.42,17.38,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0777,丘陵,2412.1,372.4,False,False
19460,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,2.392,48.48,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.1505,丘陵,2331.4,373.0,False,False
19455,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,2.678,46.42,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.3035,丘陵,2359.0,373.0,False,False
19454,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,2.078,14.5,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.5023,丘陵,2383.1,373.0,False,False
20017,雨水,,35.0,True,ヒューム管,ヒューム管,1650.0,0.0,28.96,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.121,砂礫質台地,1932.9,379.2,False,False
19452,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,2.668,19.61,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.3588,丘陵,2389.0,373.0,False,False
19160,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,1.908,29.61,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1903,丘陵,2511.5,354.6,False,False
6176,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,1.277,67.54,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1407,干拓地,731.1,216.9,True,True
6201,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,0.996,61.1,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.3587,砂礫質台地,1015.2,363.6,False,False
22451,雨水,,35.0,True,ヒューム管,ヒューム管,1200.0,,630.17,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.4206,干拓地,507.4,229.9,True,True
22450,雨水,,35.0,True,ヒューム管,ヒューム管,2600.0,2.33,10.79,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0562,干拓地,276.7,229.9,True,True
11724,雨水,,35.0,True,ヒューム管,ヒューム管,1200.0,1.314,120.73,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.4322,三角州・海岸低地,2530.6,207.5,True,True
6170,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,1.548,70.88,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1203,干拓地,656.9,220.6,True,True
22448,雨水,,35.0,True,ヒューム管,ヒューム管,2600.0,1.67,166.82,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1095,干拓地,530.5,229.9,True,True
22449,雨水,,35.0,True,ヒューム管,ヒューム管,2600.0,2.24,171.78,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.4043,干拓地,364.9,229.9,True,True
22446,雨水,,35.0,True,ヒューム管,ヒューム管,2600.0,3.69,49.83,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0112,干拓地,722.9,229.9,True,True
22447,雨水,,35.0,True,ヒューム管,ヒューム管,2600.0,2.6,88.11,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.012,干拓地,655.4,229.9,True,True
19994,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,,20.78,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.2041,砂礫質台地,2274.4,387.1,False,False
8926,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,0.0,7.73,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1484,三角州・海岸低地,1918.9,207.5,True,True
8909,雨水,,35.0,True,ヒューム管,ヒューム管,2400.0,0.0,45.09,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0614,三角州・海岸低地,2147.8,202.8,True,True
22445,雨水,,35.0,True,ヒューム管,ヒューム管,2600.0,3.73,7.42,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.2347,干拓地,751.0,229.9,True,True
8908,雨水,,35.0,True,ヒューム管,ヒューム管,2400.0,0.0,141.75,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.1284,砂礫質台地,2172.3,357.3,False,False
8906,雨水,,35.0,True,ヒューム管,ヒューム管,1200.0,1.415,43.05,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1426,丘陵,2812.6,360.5,False,False
8897,雨水,,35.0,True,ヒューム管･推進管,ヒューム管,1350.0,3.662,107.23,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0223,砂礫質台地,1085.2,363.6,False,False
19171,雨水,,35.0,True,ヒューム管,ヒューム管,1650.0,1.37,66.2,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0755,丘陵,2437.0,372.4,False,False
19169,雨水,,35.0,True,ヒューム管,ヒューム管,1650.0,1.37,2.95,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.117,丘陵,2456.2,354.6,False,False
19166,雨水,,35.0,True,ヒューム管,ヒューム管,1650.0,1.21,48.26,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0903,丘陵,2477.9,354.6,False,False
19198,雨水,,35.0,True,ヒューム管,ヒューム管,900.0,0.875,55.11,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.3732,砂礫質台地,2305.5,432.0,False,False
11722,雨水,,35.0,True,ヒューム管,ヒューム管,1200.0,1.825,62.62,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1313,三角州・海岸低地,2585.4,207.5,True,True
19552,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,2.008,29.89,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.5248,谷底低地,2259.2,273.4,True,True
19553,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,1.778,30.58,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.5038,三角州・海岸低地,2229.8,207.5,True,True
19554,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,1.498,23.55,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.5614,三角州・海岸低地,2205.4,207.5,True,True
19555,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,1.488,26.2,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.3977,三角州・海岸低地,2184.9,207.5,True,True
19545,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,2.488,13.64,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.4495,丘陵,2308.7,366.3,False,False
19549,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,2.308,48.75,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.4255,谷底低地,2305.8,273.4,True,True
19132,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.552,41.72,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1073,丘陵,2800.1,360.5,False,False
19133,雨水,,35.0,True,ヒューム管,ヒューム管,1100.0,1.552,28.95,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1866,丘陵,2806.0,360.5,False,False
19135,雨水,,35.0,True,ヒューム管,ヒューム管,1200.0,1.895,17.43,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.6641,丘陵,2783.4,360.5,False,False
19136,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,1.397,34.61,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.221,丘陵,2758.0,360.5,False,False
19137,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,2.007,31.22,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1543,丘陵,2726.0,360.5,False,False
22371,雨水,,35.0,True,ヒューム管,ヒューム管,1200.0,,21.16,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.2041,砂礫質台地,2255.2,387.1,False,False
8841,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,2.228,59.14,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.4784,谷底低地,2849.7,313.4,True,True
5308,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,0.0,104.7,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1337,砂礫質台地,1598.4,390.0,False,False
19131,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,0.418,44.42,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.5394,丘陵,2793.4,382.4,False,False
19474,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,2.637,18.19,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.0992,丘陵,2325.3,373.0,False,False
19453,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,2.108,14.49,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.5023,丘陵,2385.7,373.0,False,False
19475,雨水,,35.0,True,ヒューム管,ヒューム管,1350.0,3.207,19.85,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.1072,丘陵,2322.4,373.0,False,False
19156,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,2.068,34.58,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.2043,丘陵,2629.3,354.6,False,False
19157,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,1.908,30.11,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1348,丘陵,2597.1,354.6,False,False
19158,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,1.888,30.1,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1348,丘陵,2567.5,354.6,False,False
19159,雨水,,35.0,True,ヒューム管,ヒューム管,1500.0,1.928,29.88,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.2878,丘陵,2538.7,354.6,False,False
20240,雨水,1991.0,35.0,False,ヒューム管,ヒューム管,1200.0,2.333,25.37,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1236,砂礫質台地,1933.2,408.6,False,False
20239,雨水,1991.0,35.0,False,ヒューム管,ヒューム管,1200.0,2.083,19.72,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,True,0.196,丘陵,1955.6,405.5,False,False
20238,雨水,1991.0,35.0,False,ヒューム管,ヒューム管,1200.0,2.187,19.11,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.1567,丘陵,1974.9,405.5,False,False
19550,雨水,,35.0,True,ヒューム管,ヒューム管,1000.0,2.238,31.06,0.7777777777777778,0.20860852732604496,1.0,0.2086,A,False,0.8624,谷底低地,2289.4,273.4,True,True
